Ecosystem/Croptype,Geolocation,Time_Period,Yield,Year,Quarter,Province,Mean_Temp,Precipitation_Sum,Max_Wind_Gusts
White Corn,Masbate,2018 Quarter 4,3337.0,2018,4,Masbate,26.843441664078675,10361.39986284,98.64
White Corn,Sorsogon,2018 Quarter 4,108.0,2018,4,Sorsogon,26.419759789130435,10320.09984223,123.479996
Yellow Corn,Albay,2018 Quarter 4,9519.0,2018,4,Albay,26.27449386775362,12767.29993351,104.76
Yellow Corn,Camarines Norte,2018 Quarter 4,0.0,2018,4,Camarines Norte,25.963830544384056,16892.00005861,111.96
Yellow Corn,Camarines Sur,2018 Quarter 4,33535.0,2018,4,Camarines Sur,26.316664547297297,19836.79987668,112.32
Yellow Corn,Catanduanes,2018 Quarter 4,216.0,2018,4,Catanduanes,26.48603477415459,6865.89995879,115.92
Yellow Corn,Masbate,2018 Quarter 4,603.0,2018,4,Masbate,26.843441664078675,10361.39986284,98.64
Yellow Corn,Sorsogon,2018 Quarter 4,74.0,2018,4,Sorsogon,26.419759789130435,10320.09984223,123.479996
Corn,Albay,2018 Quarter 4,10293.0,2018,4,Albay,26.27449386775362,12767.29993351,104.76
Corn,Camarines Norte,2018 Quarter 4,182.0,2018,4,Camarines Norte,25.963830544384056,16892.00005861,111.96
Corn,Camarines Sur,2018 Quarter 4,38430.0,2018,4,Camarines Sur,26.316664547297297,19836.79987668,112.32
Corn,Catanduanes,2018 Quarter 4,605.94,2018,4,Catanduanes,26.48603477415459,6865.89995879,115.92
Corn,Masbate,2018 Quarter 4,3940.0,2018,4,Masbate,26.843441664078675,10361.39986284,98.64
Corn,Sorsogon,2018 Quarter 4,182.0,2018,4,Sorsogon,26.419759789130435,10320.09984223,123.479996
Irrigated Palay,Albay,2019 Quarter 1,28600.2,2019,1,Albay,25.147052167283952,4550.39998383,101.159996
Irrigated Palay,Camarines Norte,2019 Quarter 1,13250.44,2019,1,Camarines Norte,24.988702485185186,3426.70003124,67.67999
Irrigated Palay,Camarines Sur,2019 Quarter 1,97593.0,2019,1,Camarines Sur,25.152315645345343,4366.00004719,89.64
Irrigated Palay,Catanduanes,2019 Quarter 1,4559.0,2019,1,Catanduanes,25.330477979012343,2978.19995863,88.56
Irrigated Palay,Masbate,2019 Quarter 1,10287.0,2019,1,Masbate,25.868266731746033,2471.19998726,75.24
Irrigated Palay,Sorsogon,2019 Quarter 1,18683.0,2019,1,Sorsogon,25.497149368888888,3622.5000195000002,102.96
Rainfed Palay,Albay,2019 Quarter 1,3124.68,2019,1,Albay,25.147052167283952,4550.39998383,101.159996
Rainfed Palay,Camarines Norte,2019 Quarter 1,7293.0,2019,1,Camarines Norte,24.988702485185186,3426.70003124,67.67999
Rainfed Palay,Camarines Sur,2019 Quarter 1,34163.0,2019,1,Camarines Sur,25.152315645345343,4366.00004719,89.64
Rainfed Palay,Catanduanes,2019 Quarter 1,3863.0,2019,1,Catanduanes,25.330477979012343,2978.19995863,88.56
Rainfed Palay,Masbate,2019 Quarter 1,19341.0,2019,1,Masbate,25.868266731746033,2471.19998726,75.24
Rainfed Palay,Sorsogon,2019 Quarter 1,5130.0,2019,1,Sorsogon,25.497149368888888,3622.5000195000002,102.96
Palay,Albay,2019 Quarter 1,31724.88,2019,1,Albay,25.147052167283952,4550.39998383,101.159996
Palay,Camarines Norte,2019 Quarter 1,20543.44,2019,1,Camarines Norte,24.988702485185186,3426.70003124,67.67999
Palay,Camarines Sur,2019 Quarter 1,131756.0,2019,1,Camarines Sur,25.152315645345343,4366.00004719,89.64
Palay,Catanduanes,2019 Quarter 1,8422.0,2019,1,Catanduanes,25.330477979012343,2978.19995863,88.56
Palay,Masbate,2019 Quarter 1,29628.0,2019,1,Masbate,25.868266731746033,2471.19998726,75.24
Palay,Sorsogon,2019 Quarter 1,23813.0,2019,1,Sorsogon,25.497149368888888,3622.5000195000002,102.96
White Corn,Albay,2019 Quarter 1,652.0,2019,1,Albay,25.147052167283952,4550.39998383,101.159996
White Corn,Camarines Norte,2019 Quarter 1,379.9,2019,1,Camarines Norte,24.988702485185186,3426.70003124,67.67999
White Corn,Camarines Sur,2019 Quarter 1,6849.0,2019,1,Camarines Sur,25.152315645345343,4366.00004719,89.64
White Corn,Catanduanes,2019 Quarter 1,55.0,2019,1,Catanduanes,25.330477979012343,2978.19995863,88.56
White Corn,Masbate,2019 Quarter 1,12001.0,2019,1,Masbate,25.868266731746033,2471.19998726,75.24
White Corn,Sorsogon,2019 Quarter 1,63.0,2019,1,Sorsogon,25.497149368888888,3622.5000195000002,102.96
Yellow Corn,Albay,2019 Quarter 1,5662.0,2019,1,Albay,25.147052167283952,4550.39998383,101.159996
Yellow Corn,Camarines Norte,2019 Quarter 1,183.56,2019,1,Camarines Norte,24.988702485185186,3426.70003124,67.67999
Yellow Corn,Camarines Sur,2019 Quarter 1,24890.0,2019,1,Camarines Sur,25.152315645345343,4366.00004719,89.64
Yellow Corn,Catanduanes,2019 Quarter 1,75.0,2019,1,Catanduanes,25.330477979012343,2978.19995863,88.56
Yellow Corn,Masbate,2019 Quarter 1,341.0,2019,1,Masbate,25.868266731746033,2471.19998726,75.24
Yellow Corn,Sorsogon,2019 Quarter 1,22.7,2019,1,Sorsogon,25.497149368888888,3622.5000195000002,102.96
Corn,Albay,2019 Quarter 1,6314.0,2019,1,Albay,25.147052167283952,4550.39998383,101.159996
Corn,Camarines Norte,2019 Quarter 1,563.46,2019,1,Camarines Norte,24.988702485185186,3426.70003124,67.67999
Corn,Camarines Sur,2019 Quarter 1,31739.0,2019,1,Camarines Sur,25.152315645345343,4366.00004719,89.64
Corn,Catanduanes,2019 Quarter 1,130.0,2019,1,Catanduanes,25.330477979012343,2978.19995863,88.56
Corn,Masbate,2019 Quarter 1,12342.0,2019,1,Masbate,25.868266731746033,2471.19998726,75.24
Corn,Sorsogon,2019 Quarter 1,85.7,2019,1,Sorsogon,25.497149368888888,3622.5000195000002,102.96
Irrigated Palay,Albay,2019 Quarter 2,49991.59,2019,2,Albay,27.78001913797314,7258.10003797,75.24
Irrigated Palay,Camarines Norte,2019 Quarter 2,17987.8,2019,2,Camarines Norte,27.614258653846154,5427.40001941,56.88
Irrigated Palay,Camarines Sur,2019 Quarter 2,124467.0,2019,2,Camarines Sur,28.040120217107216,15854.70002214,70.92
Irrigated Palay,Catanduanes,2019 Quarter 2,2969.0,2019,2,Catanduanes,27.77526645177045,3181.09999929,63.0
Irrigated Palay,Masbate,2019 Quarter 2,13745.0,2019,2,Masbate,28.307143748822604,5986.70000394,65.520004
Irrigated Palay,Sorsogon,2019 Quarter 2,34560.0,2019,2,Sorsogon,27.97333377142857,5461.20005158,76.67999
Rainfed Palay,Albay,2019 Quarter 2,3542.7,2019,2,Albay,27.78001913797314,7258.10003797,75.24
Rainfed Palay,Camarines Norte,2019 Quarter 2,8293.68,2019,2,Camarines Norte,27.614258653846154,5427.40001941,56.88
Rainfed Palay,Camarines Sur,2019 Quarter 2,21296.0,2019,2,Camarines Sur,28.040120217107216,15854.70002214,70.92
Rainfed Palay,Catanduanes,2019 Quarter 2,3460.06,2019,2,Catanduanes,27.77526645177045,3181.09999929,63.0
Rainfed Palay,Masbate,2019 Quarter 2,33193.33,2019,2,Masbate,28.307143748822604,5986.70000394,65.520004
Rainfed Palay,Sorsogon,2019 Quarter 2,10993.0,2019,2,Sorsogon,27.97333377142857,5461.20005158,76.67999
Palay,Albay,2019 Quarter 2,53534.29,2019,2,Albay,27.78001913797314,7258.10003797,75.24
Palay,Camarines Norte,2019 Quarter 2,26281.48,2019,2,Camarines Norte,27.614258653846154,5427.40001941,56.88
Palay,Camarines Sur,2019 Quarter 2,145763.0,2019,2,Camarines Sur,28.040120217107216,15854.70002214,70.92
Palay,Catanduanes,2019 Quarter 2,6429.06,2019,2,Catanduanes,27.77526645177045,3181.09999929,63.0
Palay,Masbate,2019 Quarter 2,46938.33,2019,2,Masbate,28.307143748822604,5986.70000394,65.520004
Palay,Sorsogon,2019 Quarter 2,45553.0,2019,2,Sorsogon,27.97333377142857,5461.20005158,76.67999
White Corn,Albay,2019 Quarter 2,923.1,2019,2,Albay,27.78001913797314,7258.10003797,75.24
White Corn,Camarines Norte,2019 Quarter 2,413.0,2019,2,Camarines Norte,27.614258653846154,5427.40001941,56.88
White Corn,Camarines Sur,2019 Quarter 2,3798.0,2019,2,Camarines Sur,28.040120217107216,15854.70002214,70.92
White Corn,Catanduanes,2019 Quarter 2,61.0,2019,2,Catanduanes,27.77526645177045,3181.09999929,63.0
White Corn,Masbate,2019 Quarter 2,2773.0,2019,2,Masbate,28.307143748822604,5986.70000394,65.520004
White Corn,Sorsogon,2019 Quarter 2,37.8,2019,2,Sorsogon,27.97333377142857,5461.20005158,76.67999
Yellow Corn,Albay,2019 Quarter 2,16133.55,2019,2,Albay,27.78001913797314,7258.10003797,75.24
Yellow Corn,Camarines Norte,2019 Quarter 2,136.3,2019,2,Camarines Norte,27.614258653846154,5427.40001941,56.88
Yellow Corn,Camarines Sur,2019 Quarter 2,39968.0,2019,2,Camarines Sur,28.040120217107216,15854.70002214,70.92
Yellow Corn,Catanduanes,2019 Quarter 2,48.0,2019,2,Catanduanes,27.77526645177045,3181.09999929,63.0
Yellow Corn,Masbate,2019 Quarter 2,295.0,2019,2,Masbate,28.307143748822604,5986.70000394,65.520004
Yellow Corn,Sorsogon,2019 Quarter 2,54.48,2019,2,Sorsogon,27.97333377142857,5461.20005158,76.67999
Corn,Albay,2019 Quarter 2,17056.65,2019,2,Albay,27.78001913797314,7258.10003797,75.24
Corn,Camarines Norte,2019 Quarter 2,549.3,2019,2,Camarines Norte,27.614258653846154,5427.40001941,56.88
Corn,Camarines Sur,2019 Quarter 2,43766.0,2019,2,Camarines Sur,28.040120217107216,15854.70002214,70.92
Corn,Catanduanes,2019 Quarter 2,109.0,2019,2,Catanduanes,27.77526645177045,3181.09999929,63.0
Corn,Masbate,2019 Quarter 2,3068.0,2019,2,Masbate,28.307143748822604,5986.70000394,65.520004
Corn,Sorsogon,2019 Quarter 2,92.28,2019,2,Sorsogon,27.97333377142857,5461.20005158,76.67999
Irrigated Palay,Albay,2019 Quarter 3,41961.72,2019,3,Albay,27.06163777294686,14142.30015205,127.079994
Irrigated Palay,Camarines Norte,2019 Quarter 3,9357.0,2019,3,Camarines Norte,27.258129841485506,9609.49992544,85.67999
Irrigated Palay,Camarines Sur,2019 Quarter 3,100752.0,2019,3,Camarines Sur,27.070763976204468,37148.99997387,120.95999
Irrigated Palay,Catanduanes,2019 Quarter 3,2439.71,2019,3,Catanduanes,27.578763307971013,6616.00004467,98.27999
Irrigated Palay,Masbate,2019 Quarter 3,5723.26,2019,3,Masbate,27.448571286231886,13840.30006749,92.52
Irrigated Palay,Sorsogon,2019 Quarter 3,9353.0,2019,3,Sorsogon,27.24677212463768,11072.40004668,121.67999
Rainfed Palay,Albay,2019 Quarter 3,1604.0,2019,3,Albay,27.06163777294686,14142.30015205,127.079994
Rainfed Palay,Camarines Norte,2019 Quarter 3,4991.0,2019,3,Camarines Norte,27.258129841485506,9609.49992544,85.67999
Rainfed Palay,Camarines Sur,2019 Quarter 3,16089.0,2019,3,Camarines Sur,27.070763976204468,37148.99997387,120.95999
Rainfed Palay,Catanduanes,2019 Quarter 3,1092.35,2019,3,Catanduanes,27.578763307971013,6616.00004467,98.27999
Rainfed Palay,Masbate,2019 Quarter 3,4100.98,2019,3,Masbate,27.448571286231886,13840.30006749,92.52
Rainfed Palay,Sorsogon,2019 Quarter 3,468.0,2019,3,Sorsogon,27.24677212463768,11072.40004668,121.67999
Palay,Albay,2019 Quarter 3,43565.72,2019,3,Albay,27.06163777294686,14142.30015205,127.079994
Palay,Camarines Norte,2019 Quarter 3,14348.0,2019,3,Camarines Norte,27.258129841485506,9609.49992544,85.67999
Palay,Camarines Sur,2019 Quarter 3,116841.0,2019,3,Camarines Sur,27.070763976204468,37148.99997387,120.95999
Palay,Catanduanes,2019 Quarter 3,3532.06,2019,3,Catanduanes,27.578763307971013,6616.00004467,98.27999
Palay,Masbate,2019 Quarter 3,9824.24,2019,3,Masbate,27.448571286231886,13840.30006749,92.52
Palay,Sorsogon,2019 Quarter 3,9821.0,2019,3,Sorsogon,27.24677212463768,11072.40004668,121.67999
White Corn,Albay,2019 Quarter 3,1723.0,2019,3,Albay,27.06163777294686,14142.30015205,127.079994
White Corn,Camarines Norte,2019 Quarter 3,159.04,2019,3,Camarines Norte,27.258129841485506,9609.49992544,85.67999
White Corn,Camarines Sur,2019 Quarter 3,4757.0,2019,3,Camarines Sur,27.070763976204468,37148.99997387,120.95999
White Corn,Catanduanes,2019 Quarter 3,197.0,2019,3,Catanduanes,27.578763307971013,6616.00004467,98.27999
White Corn,Masbate,2019 Quarter 3,15047.0,2019,3,Masbate,27.448571286231886,13840.30006749,92.52
White Corn,Sorsogon,2019 Quarter 3,77.22,2019,3,Sorsogon,27.24677212463768,11072.40004668,121.67999
Yellow Corn,Albay,2019 Quarter 3,5753.11,2019,3,Albay,27.06163777294686,14142.30015205,127.079994
Yellow Corn,Camarines Norte,2019 Quarter 3,221.25,2019,3,Camarines Norte,27.258129841485506,9609.49992544,85.67999
Yellow Corn,Camarines Sur,2019 Quarter 3,50560.0,2019,3,Camarines Sur,27.070763976204468,37148.99997387,120.95999
Yellow Corn,Catanduanes,2019 Quarter 3,65.12,2019,3,Catanduanes,27.578763307971013,6616.00004467,98.27999
Yellow Corn,Masbate,2019 Quarter 3,397.54,2019,3,Masbate,27.448571286231886,13840.30006749,92.52
Yellow Corn,Sorsogon,2019 Quarter 3,25.6,2019,3,Sorsogon,27.24677212463768,11072.40004668,121.67999
Corn,Albay,2019 Quarter 3,7476.11,2019,3,Albay,27.06163777294686,14142.30015205,127.079994
Corn,Camarines Norte,2019 Quarter 3,380.29,2019,3,Camarines Norte,27.258129841485506,9609.49992544,85.67999
Corn,Camarines Sur,2019 Quarter 3,55317.0,2019,3,Camarines Sur,27.070763976204468,37148.99997387,120.95999
Corn,Catanduanes,2019 Quarter 3,262.12,2019,3,Catanduanes,27.578763307971013,6616.00004467,98.27999
Corn,Masbate,2019 Quarter 3,15444.54,2019,3,Masbate,27.448571286231886,13840.30006749,92.52
Corn,Sorsogon,2019 Quarter 3,102.82,2019,3,Sorsogon,27.24677212463768,11072.40004668,121.67999
Irrigated Palay,Albay,2019 Quarter 4,48215.0,2019,4,Albay,26.34975289311594,15618.50010826,295.56
Irrigated Palay,Camarines Norte,2019 Quarter 4,22720.0,2019,4,Camarines Norte,25.88095038405797,13713.19997248,147.24
Irrigated Palay,Camarines Sur,2019 Quarter 4,165714.0,2019,4,Camarines Sur,26.2798242720329,25021.39989594,230.76
Irrigated Palay,Catanduanes,2019 Quarter 4,4380.0,2019,4,Catanduanes,26.526342803140096,7617.99992976,200.87999
Irrigated Palay,Masbate,2019 Quarter 4,10926.0,2019,4,Masbate,26.90511243167702,11568.39990535,222.12
Irrigated Palay,Sorsogon,2019 Quarter 4,31484.0,2019,4,Sorsogon,26.536030780434785,11713.00004542,284.75998
Rainfed Palay,Albay,2019 Quarter 4,10972.9,2019,4,Albay,26.34975289311594,15618.50010826,295.56
Rainfed Palay,Camarines Norte,2019 Quarter 4,9565.0,2019,4,Camarines Norte,25.88095038405797,13713.19997248,147.24
Rainfed Palay,Camarines Sur,2019 Quarter 4,52913.0,2019,4,Camarines Sur,26.2798242720329,25021.39989594,230.76
Rainfed Palay,Catanduanes,2019 Quarter 4,4567.56,2019,4,Catanduanes,26.526342803140096,7617.99992976,200.87999
Rainfed Palay,Masbate,2019 Quarter 4,50343.0,2019,4,Masbate,26.90511243167702,11568.39990535,222.12
Rainfed Palay,Sorsogon,2019 Quarter 4,12785.0,2019,4,Sorsogon,26.536030780434785,11713.00004542,284.75998
Palay,Albay,2019 Quarter 4,59187.9,2019,4,Albay,26.34975289311594,15618.50010826,295.56
Palay,Camarines Norte,2019 Quarter 4,32285.0,2019,4,Camarines Norte,25.88095038405797,13713.19997248,147.24
Palay,Camarines Sur,2019 Quarter 4,218627.0,2019,4,Camarines Sur,26.2798242720329,25021.39989594,230.76
Palay,Catanduanes,2019 Quarter 4,8947.56,2019,4,Catanduanes,26.526342803140096,7617.99992976,200.87999
Palay,Masbate,2019 Quarter 4,61269.0,2019,4,Masbate,26.90511243167702,11568.39990535,222.12
Palay,Sorsogon,2019 Quarter 4,44269.0,2019,4,Sorsogon,26.536030780434785,11713.00004542,284.75998
White Corn,Albay,2019 Quarter 4,665.0,2019,4,Albay,26.34975289311594,15618.50010826,295.56
White Corn,Camarines Norte,2019 Quarter 4,188.1,2019,4,Camarines Norte,25.88095038405797,13713.19997248,147.24
White Corn,Camarines Sur,2019 Quarter 4,4588.0,2019,4,Camarines Sur,26.2798242720329,25021.39989594,230.76
White Corn,Catanduanes,2019 Quarter 4,252.0,2019,4,Catanduanes,26.526342803140096,7617.99992976,200.87999
White Corn,Masbate,2019 Quarter 4,6427.0,2019,4,Masbate,26.90511243167702,11568.39990535,222.12
White Corn,Sorsogon,2019 Quarter 4,135.0,2019,4,Sorsogon,26.536030780434785,11713.00004542,284.75998
Yellow Corn,Albay,2019 Quarter 4,8525.76,2019,4,Albay,26.34975289311594,15618.50010826,295.56
Yellow Corn,Camarines Norte,2019 Quarter 4,0.0,2019,4,Camarines Norte,25.88095038405797,13713.19997248,147.24
Yellow Corn,Camarines Sur,2019 Quarter 4,31850.0,2019,4,Camarines Sur,26.2798242720329,25021.39989594,230.76
Yellow Corn,Catanduanes,2019 Quarter 4,125.49,2019,4,Catanduanes,26.526342803140096,7617.99992976,200.87999
Yellow Corn,Masbate,2019 Quarter 4,603.0,2019,4,Masbate,26.90511243167702,11568.39990535,222.12
Yellow Corn,Sorsogon,2019 Quarter 4,85.0,2019,4,Sorsogon,26.536030780434785,11713.00004542,284.75998
Corn,Albay,2019 Quarter 4,9190.76,2019,4,Albay,26.34975289311594,15618.50010826,295.56
Corn,Camarines Norte,2019 Quarter 4,188.1,2019,4,Camarines Norte,25.88095038405797,13713.19997248,147.24
Corn,Camarines Sur,2019 Quarter 4,36438.0,2019,4,Camarines Sur,26.2798242720329,25021.39989594,230.76
Corn,Catanduanes,2019 Quarter 4,377.49,2019,4,Catanduanes,26.526342803140096,7617.99992976,200.87999
Corn,Masbate,2019 Quarter 4,7030.0,2019,4,Masbate,26.90511243167702,11568.39990535,222.12
Corn,Sorsogon,2019 Quarter 4,220.0,2019,4,Sorsogon,26.536030780434785,11713.00004542,284.75998
Irrigated Palay,Albay,2020 Quarter 1,28523.0,2020,1,Albay,25.533899661172164,9580.99995643,90.36
Irrigated Palay,Camarines Norte,2020 Quarter 1,18164.91,2020,1,Camarines Norte,25.081144554945052,9211.19993115,76.32
Irrigated Palay,Camarines Sur,2020 Quarter 1,98914.0,2020,1,Camarines Sur,25.50626048292248,12040.69995599,81.36
Irrigated Palay,Catanduanes,2020 Quarter 1,4248.0,2020,1,Catanduanes,25.631023136752134,4393.19998363,79.2
Irrigated Palay,Masbate,2020 Quarter 1,10311.0,2020,1,Masbate,26.282430387231816,4622.19999099,83.159996
Irrigated Palay,Sorsogon,2020 Quarter 1,15057.0,2020,1,Sorsogon,25.768866539194143,6323.79996298,99.72
Rainfed Palay,Albay,2020 Quarter 1,5076.0,2020,1,Albay,25.533899661172164,9580.99995643,90.36
Rainfed Palay,Camarines Norte,2020 Quarter 1,12022.7,2020,1,Camarines Norte,25.081144554945052,9211.19993115,76.32
Rainfed Palay,Camarines Sur,2020 Quarter 1,36576.0,2020,1,Camarines Sur,25.50626048292248,12040.69995599,81.36
Rainfed Palay,Catanduanes,2020 Quarter 1,2635.0,2020,1,Catanduanes,25.631023136752134,4393.19998363,79.2
Rainfed Palay,Masbate,2020 Quarter 1,19277.0,2020,1,Masbate,26.282430387231816,4622.19999099,83.159996
Rainfed Palay,Sorsogon,2020 Quarter 1,4052.0,2020,1,Sorsogon,25.768866539194143,6323.79996298,99.72
Palay,Albay,2020 Quarter 1,33599.0,2020,1,Albay,25.533899661172164,9580.99995643,90.36
Palay,Camarines Norte,2020 Quarter 1,30187.61,2020,1,Camarines Norte,25.081144554945052,9211.19993115,76.32
Palay,Camarines Sur,2020 Quarter 1,135490.0,2020,1,Camarines Sur,25.50626048292248,12040.69995599,81.36
Palay,Catanduanes,2020 Quarter 1,6883.0,2020,1,Catanduanes,25.631023136752134,4393.19998363,79.2
Palay,Masbate,2020 Quarter 1,29588.0,2020,1,Masbate,26.282430387231816,4622.19999099,83.159996
Palay,Sorsogon,2020 Quarter 1,19109.0,2020,1,Sorsogon,25.768866539194143,6323.79996298,99.72
White Corn,Albay,2020 Quarter 1,618.0,2020,1,Albay,25.533899661172164,9580.99995643,90.36
White Corn,Camarines Norte,2020 Quarter 1,430.0,2020,1,Camarines Norte,25.081144554945052,9211.19993115,76.32
White Corn,Camarines Sur,2020 Quarter 1,6818.0,2020,1,Camarines Sur,25.50626048292248,12040.69995599,81.36
White Corn,Catanduanes,2020 Quarter 1,34.0,2020,1,Catanduanes,25.631023136752134,4393.19998363,79.2
White Corn,Masbate,2020 Quarter 1,12975.0,2020,1,Masbate,26.282430387231816,4622.19999099,83.159996
White Corn,Sorsogon,2020 Quarter 1,53.48,2020,1,Sorsogon,25.768866539194143,6323.79996298,99.72
Yellow Corn,Albay,2020 Quarter 1,5056.0,2020,1,Albay,25.533899661172164,9580.99995643,90.36
Yellow Corn,Camarines Norte,2020 Quarter 1,200.0,2020,1,Camarines Norte,25.081144554945052,9211.19993115,76.32
Yellow Corn,Camarines Sur,2020 Quarter 1,25529.79,2020,1,Camarines Sur,25.50626048292248,12040.69995599,81.36
Yellow Corn,Catanduanes,2020 Quarter 1,0.0,2020,1,Catanduanes,25.631023136752134,4393.19998363,79.2
Yellow Corn,Masbate,2020 Quarter 1,298.0,2020,1,Masbate,26.282430387231816,4622.19999099,83.159996
Yellow Corn,Sorsogon,2020 Quarter 1,16.0,2020,1,Sorsogon,25.768866539194143,6323.79996298,99.72
Corn,Albay,2020 Quarter 1,5674.0,2020,1,Albay,25.533899661172164,9580.99995643,90.36
Corn,Camarines Norte,2020 Quarter 1,630.0,2020,1,Camarines Norte,25.081144554945052,9211.19993115,76.32
Corn,Camarines Sur,2020 Quarter 1,32347.79,2020,1,Camarines Sur,25.50626048292248,12040.69995599,81.36
Corn,Catanduanes,2020 Quarter 1,34.0,2020,1,Catanduanes,25.631023136752134,4393.19998363,79.2
Corn,Masbate,2020 Quarter 1,13273.0,2020,1,Masbate,26.282430387231816,4622.19999099,83.159996
Corn,Sorsogon,2020 Quarter 1,69.48,2020,1,Sorsogon,25.768866539194143,6323.79996298,99.72
Irrigated Palay,Albay,2020 Quarter 2,57580.0,2020,2,Albay,27.68652605982906,10847.00004651,129.24
Irrigated Palay,Camarines Norte,2020 Quarter 2,15452.0,2020,2,Camarines Norte,27.437780022893772,6505.79996367,103.67999
Irrigated Palay,Camarines Sur,2020 Quarter 2,131424.0,2020,2,Camarines Sur,27.942711595188594,17735.29994815,129.95999
Irrigated Palay,Catanduanes,2020 Quarter 2,3155.78,2020,2,Catanduanes,27.581925958485957,4590.09992631,83.88
Irrigated Palay,Masbate,2020 Quarter 2,14488.0,2020,2,Masbate,28.260949421768707,9468.39989568,156.24
Irrigated Palay,Sorsogon,2020 Quarter 2,39336.0,2020,2,Sorsogon,27.83126433040293,8921.10009928,216.35999
Rainfed Palay,Albay,2020 Quarter 2,6436.0,2020,2,Albay,27.68652605982906,10847.00004651,129.24
Rainfed Palay,Camarines Norte,2020 Quarter 2,9267.0,2020,2,Camarines Norte,27.437780022893772,6505.79996367,103.67999
Rainfed Palay,Camarines Sur,2020 Quarter 2,50376.0,2020,2,Camarines Sur,27.942711595188594,17735.29994815,129.95999
Rainfed Palay,Catanduanes,2020 Quarter 2,3559.39,2020,2,Catanduanes,27.581925958485957,4590.09992631,83.88
Rainfed Palay,Masbate,2020 Quarter 2,33326.0,2020,2,Masbate,28.260949421768707,9468.39989568,156.24
Rainfed Palay,Sorsogon,2020 Quarter 2,12415.0,2020,2,Sorsogon,27.83126433040293,8921.10009928,216.35999
Palay,Albay,2020 Quarter 2,64016.0,2020,2,Albay,27.68652605982906,10847.00004651,129.24
Palay,Camarines Norte,2020 Quarter 2,24719.0,2020,2,Camarines Norte,27.437780022893772,6505.79996367,103.67999
Palay,Camarines Sur,2020 Quarter 2,181800.0,2020,2,Camarines Sur,27.942711595188594,17735.29994815,129.95999
Palay,Catanduanes,2020 Quarter 2,6715.17,2020,2,Catanduanes,27.581925958485957,4590.09992631,83.88
Palay,Masbate,2020 Quarter 2,47814.0,2020,2,Masbate,28.260949421768707,9468.39989568,156.24
Palay,Sorsogon,2020 Quarter 2,51751.0,2020,2,Sorsogon,27.83126433040293,8921.10009928,216.35999
White Corn,Albay,2020 Quarter 2,1230.0,2020,2,Albay,27.68652605982906,10847.00004651,129.24
White Corn,Camarines Norte,2020 Quarter 2,661.85,2020,2,Camarines Norte,27.437780022893772,6505.79996367,103.67999
White Corn,Camarines Sur,2020 Quarter 2,4974.0,2020,2,Camarines Sur,27.942711595188594,17735.29994815,129.95999
White Corn,Catanduanes,2020 Quarter 2,148.25,2020,2,Catanduanes,27.581925958485957,4590.09992631,83.88
White Corn,Masbate,2020 Quarter 2,4404.0,2020,2,Masbate,28.260949421768707,9468.39989568,156.24
White Corn,Sorsogon,2020 Quarter 2,52.75,2020,2,Sorsogon,27.83126433040293,8921.10009928,216.35999
Yellow Corn,Albay,2020 Quarter 2,20020.0,2020,2,Albay,27.68652605982906,10847.00004651,129.24
Yellow Corn,Camarines Norte,2020 Quarter 2,216.32,2020,2,Camarines Norte,27.437780022893772,6505.79996367,103.67999
Yellow Corn,Camarines Sur,2020 Quarter 2,59396.0,2020,2,Camarines Sur,27.942711595188594,17735.29994815,129.95999
Yellow Corn,Catanduanes,2020 Quarter 2,42.0,2020,2,Catanduanes,27.581925958485957,4590.09992631,83.88
Yellow Corn,Masbate,2020 Quarter 2,294.0,2020,2,Masbate,28.260949421768707,9468.39989568,156.24
Yellow Corn,Sorsogon,2020 Quarter 2,54.0,2020,2,Sorsogon,27.83126433040293,8921.10009928,216.35999
Corn,Albay,2020 Quarter 2,21250.0,2020,2,Albay,27.68652605982906,10847.00004651,129.24
Corn,Camarines Norte,2020 Quarter 2,878.17,2020,2,Camarines Norte,27.437780022893772,6505.79996367,103.67999
Corn,Camarines Sur,2020 Quarter 2,64370.0,2020,2,Camarines Sur,27.942711595188594,17735.29994815,129.95999
Corn,Catanduanes,2020 Quarter 2,190.25,2020,2,Catanduanes,27.581925958485957,4590.09992631,83.88
Corn,Masbate,2020 Quarter 2,4698.0,2020,2,Masbate,28.260949421768707,9468.39989568,156.24
Corn,Sorsogon,2020 Quarter 2,106.75,2020,2,Sorsogon,27.83126433040293,8921.10009928,216.35999
Irrigated Palay,Albay,2020 Quarter 3,43603.7,2020,3,Albay,27.203363565821252,14229.00000911,72.72
Irrigated Palay,Camarines Norte,2020 Quarter 3,14160.76,2020,3,Camarines Norte,27.162889191123192,10021.30002758,58.32
Irrigated Palay,Camarines Sur,2020 Quarter 3,107993.0,2020,3,Camarines Sur,27.262160097826087,29493.70030144,63.0
Irrigated Palay,Catanduanes,2020 Quarter 3,3790.77,2020,3,Catanduanes,27.490913490338166,6971.70005637,65.520004
Irrigated Palay,Masbate,2020 Quarter 3,5493.0,2020,3,Masbate,27.496995808488613,16256.80002355,60.120003
Irrigated Palay,Sorsogon,2020 Quarter 3,11064.0,2020,3,Sorsogon,27.325887407246377,12560.59996008,83.520004
Rainfed Palay,Albay,2020 Quarter 3,1692.25,2020,3,Albay,27.203363565821252,14229.00000911,72.72
